product_category,product_full_name,product_header_name,product_description,business_line,matched_categories,product_id,product_price,product_name,vendor_code
آش,آش شله قلمکار یک کیلوگرم,آش شله قلمکار,گوشت گوسفندی تازه، نخود سفید، لوبیا قرمز، جو و گندم پوست کنده، عدس ریز و درشت، ماش، برنج نیم دانه هاشمی، سبزی آشی معطر، نمک، فلفل سیاه و قرمز، زردچوبه، پیاز داغ، نعنا داغ,Restaurant,حلیم و آش,391754,300000,یک کیلوگرم,2p8z17
آش,آش شله قلمکار چهار کیلوگرم,آش شله قلمکار,گوشت گوسفندی تازه، نخود سفید، لوبیا قرمز، جو و گندم پوست کنده، عدس ریز و درشت، ماش، برنج نیم دانه هاشمی، سبزی آشی معطر، نمک، فلفل سیاه و قرمز، زردچوبه، پیاز داغ، نعنا داغ,Restaurant,حلیم و آش,391755,1200000,چهار کیلوگرم,2p8z17
آش,آش شله قلمکار ۱.۵ کیلوگرم,آش شله قلمکار,گوشت گوسفندی تازه، نخود سفید، لوبیا قرمز، جو و گندم پوست کنده، عدس ریز و درشت، ماش، برنج نیم دانه هاشمی، سبزی آشی معطر، نمک، فلفل سیاه و قرمز، زردچوبه، پیاز داغ، نعنا داغ,Restaurant,حلیم و آش,391756,450000,۱.۵ کیلوگرم,2p8z17
آش,آش شله قلمکار دو کیلوگرم,آش شله قلمکار,گوشت گوسفندی تازه، نخود سفید، لوبیا قرمز، جو و گندم پوست کنده، عدس ریز و درشت، ماش، برنج نیم دانه هاشمی، سبزی آشی معطر، نمک، فلفل سیاه و قرمز، زردچوبه، پیاز داغ، نعنا داغ,Restaurant,حلیم و آش,391757,600000,دو کیلوگرم,2p8z17
آش,آش شله قلمکار سه کیلوگرم,آش شله قلمکار,گوشت گوسفندی تازه، نخود سفید، لوبیا قرمز، جو و گندم پوست کنده، عدس ریز و درشت، ماش، برنج نیم دانه هاشمی، سبزی آشی معطر، نمک، فلفل سیاه و قرمز، زردچوبه، پیاز داغ، نعنا داغ,Restaurant,حلیم و آش,391758,900000,سه کیلوگرم,2p8z17
حلیم,حلیم معجون 500 گرم,حلیم معجون,"گندم، گوشت گوسفندی و بوقلمون، شکر، دارچین، گردو، کنجد، خلال بادام، پودر نارگیل، کره و روغن کرمانشاهی

",Restaurant,حلیم و آش,391759,140000,500 گرم,2p8z17
حلیم,حلیم معجون چهار کیلوگرم,حلیم معجون,"گندم، گوشت گوسفندی و بوقلمون، شکر، دارچین، گردو، کنجد، خلال بادام، پودر نارگیل، کره و روغن کرمانشاهی

",Restaurant,حلیم و آش,391760,1000000,چهار کیلوگرم,2p8z17
حلیم,حلیم معجون یک کیلوگرم,حلیم معجون,"گندم، گوشت گوسفندی و بوقلمون، شکر، دارچین، گردو، کنجد، خلال بادام، پودر نارگیل، کره و روغن کرمانشاهی

",Restaurant,حلیم و آش,391761,260000,یک کیلوگرم,2p8z17
آش,آش سبزی شیرازی ۱.۵ کیلوگرم,آش سبزی شیرازی,"نخود سفید، لوبیا مخلوط (سفید، قرمز و چیتی)، عدس، برنج، سبزی، گوشت تازه گوسفندی، فلفل قرمز، سیاه، زردچوبه، پیاز داغ و نعنا داغ

",Restaurant,حلیم و آش,391762,420000,۱.۵ کیلوگرم,2p8z17
آش,آش سبزی شیرازی دو کیلوگرم,آش سبزی شیرازی,"نخود سفید، لوبیا مخلوط (سفید، قرمز و چیتی)، عدس، برنج، سبزی، گوشت تازه گوسفندی، فلفل قرمز، سیاه، زردچوبه، پیاز داغ و نعنا داغ

",Restaurant,حلیم و آش,391763,560000,دو کیلوگرم,2p8z17
آش,آش سبزی شیرازی ۲.۵ کیلوگرم,آش سبزی شیرازی,"نخود سفید، لوبیا مخلوط (سفید، قرمز و چیتی)، عدس، برنج، سبزی، گوشت تازه گوسفندی، فلفل قرمز، سیاه، زردچوبه، پیاز داغ و نعنا داغ

",Restaurant,حلیم و آش,391764,700000,۲.۵ کیلوگرم,2p8z17
آش,آش سبزی شیرازی ۵۰۰ گرم,آش سبزی شیرازی,"نخود سفید، لوبیا مخلوط (سفید، قرمز و چیتی)، عدس، برنج، سبزی، گوشت تازه گوسفندی، فلفل قرمز، سیاه، زردچوبه، پیاز داغ و نعنا داغ

",Restaurant,حلیم و آش,391766,140000,۵۰۰ گرم,2p8z17
حلیم,حلیم ۱.۵ کیلوگرم,حلیم,"گندم، گوشت گوسفندی و بوقلمون، شکر، دارچین، گردو، کنجد، خلال بادام، پودر نارگیل، کره و روغن کرمانشاهی

",Restaurant,حلیم و آش,391767,390000,۱.۵ کیلوگرم,2p8z17
حلیم,حلیم ۵۰۰ گرم,حلیم,"گندم، گوشت گوسفندی و بوقلمون، شکر، دارچین، گردو، کنجد، خلال بادام، پودر نارگیل، کره و روغن کرمانشاهی

",Restaurant,حلیم و آش,391769,140000,۵۰۰ گرم,2p8z17
حلیم,حلیم دو کیلوگرم,حلیم,"گندم، گوشت گوسفندی و بوقلمون، شکر، دارچین، گردو، کنجد، خلال بادام، پودر نارگیل، کره و روغن کرمانشاهی

",Restaurant,حلیم و آش,391770,520000,دو کیلوگرم,2p8z17
حلیم,حلیم سه کیلوگرم,حلیم,"گندم، گوشت گوسفندی و بوقلمون، شکر، دارچین، گردو، کنجد، خلال بادام، پودر نارگیل، کره و روغن کرمانشاهی

",Restaurant,حلیم و آش,391772,760000,سه کیلوگرم,2p8z17
غذای اصلی,آش سبزی شیرازی مخصوص  یک کیلوگرم,آش سبزی شیرازی مخصوص ,تهیه شده از برنج، نخود، لوبیا سفید، عدس، سبزی، گوشت، زردچوبه، فلفل سیاه، پیاز داغ,Restaurant,حلیم و آش,479863,280000,یک کیلوگرم,5gx18w
غذای اصلی,آش سبزی شیرازی مخصوص  500 گرم,آش سبزی شیرازی مخصوص ,تهیه شده از برنج، نخود، لوبیا سفید، عدس، سبزی، گوشت، زردچوبه، فلفل سیاه، پیاز داغ,Restaurant,حلیم و آش,479864,140000,500 گرم,5gx18w
غذای اصلی,آش سبزی شیرازی مخصوص  دو کیلوگرم,آش سبزی شیرازی مخصوص ,تهیه شده از برنج، نخود، لوبیا سفید، عدس، سبزی، گوشت، زردچوبه، فلفل سیاه، پیاز داغ,Restaurant,حلیم و آش,479865,560000,دو کیلوگرم,5gx18w
غذای اصلی,آش سبزی شیرازی مخصوص  سه کیلوگرم,آش سبزی شیرازی مخصوص ,تهیه شده از برنج، نخود، لوبیا سفید، عدس، سبزی، گوشت، زردچوبه، فلفل سیاه، پیاز داغ,Restaurant,حلیم و آش,479866,840000,سه کیلوگرم,5gx18w
غذای اصلی,آش سبزی شیرازی مخصوص  1.5 کیلوگرم,آش سبزی شیرازی مخصوص ,تهیه شده از برنج، نخود، لوبیا سفید، عدس، سبزی، گوشت، زردچوبه، فلفل سیاه، پیاز داغ,Restaurant,حلیم و آش,479867,420000,1.5 کیلوگرم,5gx18w
غذای اصلی,آش سبزی شیرازی مخصوص  چهار کیلوگرم,آش سبزی شیرازی مخصوص ,تهیه شده از برنج، نخود، لوبیا سفید، عدس، سبزی، گوشت، زردچوبه، فلفل سیاه، پیاز داغ,Restaurant,حلیم و آش,479868,1120000,چهار کیلوگرم,5gx18w
غذای اصلی,آش جو ظرف گیاهی ۵۰۰ گرم,آش جو,جو پوست کنده، حبوبات، سبزی، مخلفات کشک، پیاز داغ، نعناداغ، سیرداغ,Restaurant,حلیم و آش,378747,140000,ظرف گیاهی ۵۰۰ گرم,5gx18w
غذای اصلی,آش جو ظرف گیاهی یک کیلو گرم,آش جو,جو پوست کنده، حبوبات، سبزی، مخلفات کشک، پیاز داغ، نعناداغ، سیرداغ,Restaurant,حلیم و آش,378748,280000,ظرف گیاهی یک کیلو گرم,5gx18w
غذای اصلی,آش جو ظرف گیاهی ۱.۵ کیلوگرم,آش جو,جو پوست کنده، حبوبات، سبزی، مخلفات کشک، پیاز داغ، نعناداغ، سیرداغ,Restaurant,حلیم و آش,378750,420000,ظرف گیاهی ۱.۵ کیلوگرم,5gx18w
غذای اصلی,آش جو ظرف گیاهی دو کیلو گرم,آش جو,جو پوست کنده، حبوبات، سبزی، مخلفات کشک، پیاز داغ، نعناداغ، سیرداغ,Restaurant,حلیم و آش,378753,560000,ظرف گیاهی دو کیلو گرم,5gx18w
غذای اصلی,آش جو ظرف ماکروفری ۵۰۰ گرم,آش جو,جو پوست کنده، حبوبات، سبزی، مخلفات کشک، پیاز داغ، نعناداغ، سیرداغ,Restaurant,حلیم و آش,378755,140000,ظرف ماکروفری ۵۰۰ گرم,5gx18w
غذای اصلی,آش جو ظرف ماکروفری دو کیلو گرم,آش جو,جو پوست کنده، حبوبات، سبزی، مخلفات کشک، پیاز داغ، نعناداغ، سیرداغ,Restaurant,حلیم و آش,378759,560000,ظرف ماکروفری دو کیلو گرم,5gx18w
غذای اصلی,آش جو ظرف ماکروفری سه کیلو گرم,آش جو,جو پوست کنده، حبوبات، سبزی، مخلفات کشک، پیاز داغ، نعناداغ، سیرداغ,Restaurant,حلیم و آش,378761,840000,ظرف ماکروفری سه کیلو گرم,5gx18w
غذای اصلی,حلیم معجون یک کیلوگرم,حلیم معجون,"گندم حلیم, گوشت گوساله",Restaurant,حلیم و آش,480448,300000,یک کیلوگرم,5gx18w
غذای اصلی,حلیم معجون ۵۰۰ گرم با ظرف ماکروفری,حلیم معجون,"گندم حلیم, گوشت گوساله",Restaurant,حلیم و آش,378769,150000,۵۰۰ گرم با ظرف ماکروفری,5gx18w
غذای اصلی,حلیم معجون دو کیلوگرم با ظرف ماکروفری,حلیم معجون,"گندم حلیم, گوشت گوساله",Restaurant,حلیم و آش,378773,600000,دو کیلوگرم با ظرف ماکروفری,5gx18w
غذای اصلی,حلیم معجون سه کیلوگرم با ظرف ماکروفری,حلیم معجون,"گندم حلیم, گوشت گوساله",Restaurant,حلیم و آش,378777,900000,سه کیلوگرم با ظرف ماکروفری,5gx18w
غذای اصلی,حلیم معجون ۵۰۰ گرم با ظرف گیاهی,حلیم معجون,"گندم حلیم, گوشت گوساله",Restaurant,حلیم و آش,378785,150000,۵۰۰ گرم با ظرف گیاهی,5gx18w
غذای اصلی,حلیم معجون ۱.۵ کیلوگرم با ظرف گیاهی,حلیم معجون,"گندم حلیم, گوشت گوساله",Restaurant,حلیم و آش,378787,450000,۱.۵ کیلوگرم با ظرف گیاهی,5gx18w
غذای اصلی,آش شله قلمکار ۵۰۰ گرم  ظرف گیاهی,آش شله قلمکار,سبزیجات، حبوبات، گوشت گوساله,Restaurant,حلیم و آش,378791,150000,۵۰۰ گرم  ظرف گیاهی,5gx18w
غذای اصلی,آش شله قلمکار یک کیلوگرم ظرف گیاهی,آش شله قلمکار,سبزیجات، حبوبات، گوشت گوساله,Restaurant,حلیم و آش,378794,300000,یک کیلوگرم ظرف گیاهی,5gx18w
غذای اصلی,آش شله قلمکار ۱.۵ کیلوگرم  ظرف گیاهی,آش شله قلمکار,سبزیجات، حبوبات، گوشت گوساله,Restaurant,حلیم و آش,378796,450000,۱.۵ کیلوگرم  ظرف گیاهی,5gx18w
غذای اصلی,آش شله قلمکار دو کیلوگرم  ظرف گیاهی,آش شله قلمکار,سبزیجات، حبوبات، گوشت گوساله,Restaurant,حلیم و آش,378800,600000,دو کیلوگرم  ظرف گیاهی,5gx18w
غذای اصلی,آش شله قلمکار ۵۰۰ گرم  ظرف ماکروفری,آش شله قلمکار,سبزیجات، حبوبات، گوشت گوساله,Restaurant,حلیم و آش,378801,150000,۵۰۰ گرم  ظرف ماکروفری,5gx18w
غذای اصلی,آش شله قلمکار دو کیلوگرم  ظرف ماکروفری,آش شله قلمکار,سبزیجات، حبوبات، گوشت گوساله,Restaurant,حلیم و آش,378805,600000,دو کیلوگرم  ظرف ماکروفری,5gx18w
غذای اصلی,آش شله قلمکار سه کیلوگرم با ظرف ماکروفری,آش شله قلمکار,سبزیجات، حبوبات، گوشت گوساله,Restaurant,حلیم و آش,378810,900000,سه کیلوگرم با ظرف ماکروفری,5gx18w
غذای اصلی,آش رشته ۵۰۰ گرم با ظرف گیاهی,آش رشته,سبزیجات، حبوبات، رشته آش,Restaurant,حلیم و آش,378814,140000,۵۰۰ گرم با ظرف گیاهی,5gx18w
غذای اصلی,آش رشته یک کیلوگرم ظرف گیاهی,آش رشته,سبزیجات، حبوبات، رشته آش,Restaurant,حلیم و آش,378817,280000,یک کیلوگرم ظرف گیاهی,5gx18w
غذای اصلی,آش رشته 1.5 کیلوگرم ظرف گیاهی,آش رشته,سبزیجات، حبوبات، رشته آش,Restaurant,حلیم و آش,378822,420000,1.5 کیلوگرم ظرف گیاهی,5gx18w
غذای اصلی,آش رشته دو کیلوگرم با ظرف گیاهی,آش رشته,سبزیجات، حبوبات، رشته آش,Restaurant,حلیم و آش,378824,560000,دو کیلوگرم با ظرف گیاهی,5gx18w
