product_category,product_full_name,product_header_name,product_description,business_line,matched_categories,product_id,product_price,product_name,vendor_code
محصولات لوکس خارجی, گوجه بری ۳۰۰ گرم, گوجه بری, ,Pastry,نان فانتزی,842335,375000,۳۰۰ گرم,2nkp6l
محصولات لوکس خارجی, گوجه بری ۵۰۰ گرم, گوجه بری, ,Pastry,نان فانتزی,842338,625000,۵۰۰ گرم,2nkp6l
محصولات لوکس خارجی, گوجه بری یک کیلوگرم , گوجه بری, ,Pastry,نان فانتزی,842340,1250000,یک کیلوگرم ,2nkp6l
محصولات لوکس خارجی,گیلاس بری ۳۰۰ گرم,گیلاس بری, ,Pastry,نان فانتزی,842327,315000,۳۰۰ گرم,2nkp6l
محصولات لوکس خارجی,گیلاس بری ۵۰۰ گرم,گیلاس بری, ,Pastry,نان فانتزی,842330,525000,۵۰۰ گرم,2nkp6l
محصولات لوکس خارجی,گیلاس بری یک کیلوگرم ,گیلاس بری, ,Pastry,نان فانتزی,842331,1050000,یک کیلوگرم ,2nkp6l
محصولات لوکس خارجی, تمر هندی فلفلی ۳۰۰ گرم, تمر هندی فلفلی,تایلندی اصل,Pastry,نان فانتزی,842311,312000,۳۰۰ گرم,2nkp6l
محصولات لوکس خارجی, تمر هندی فلفلی 500 گرم , تمر هندی فلفلی,تایلندی اصل,Pastry,نان فانتزی,842312,520000,500 گرم ,2nkp6l
محصولات لوکس خارجی, تمر هندی فلفلی یک کیلوگرم , تمر هندی فلفلی,تایلندی اصل,Pastry,نان فانتزی,842313,1040000,یک کیلوگرم ,2nkp6l
محصولات لوکس خارجی, نارگیل حبه ای ۳۰۰ گرم, نارگیل حبه ای, ,Pastry,نان فانتزی,842304,330000,۳۰۰ گرم,2nkp6l
محصولات لوکس خارجی, نارگیل حبه ای ۵۰۰ گرم, نارگیل حبه ای, ,Pastry,نان فانتزی,842307,550000,۵۰۰ گرم,2nkp6l
محصولات لوکس خارجی, نارگیل حبه ای یک کیلوگرم , نارگیل حبه ای, ,Pastry,نان فانتزی,842310,1100000,یک کیلوگرم ,2nkp6l
محصولات لوکس خارجی, کرنبری ممتاز ۳۰۰ گرم, کرنبری ممتاز, ,Pastry,نان فانتزی,842371,282000,۳۰۰ گرم,2nkp6l
محصولات لوکس خارجی, کرنبری ممتاز ۵۰۰ گرم, کرنبری ممتاز, ,Pastry,نان فانتزی,842373,470000,۵۰۰ گرم,2nkp6l
محصولات لوکس خارجی, کرنبری ممتاز یک کیلوگرم , کرنبری ممتاز, ,Pastry,نان فانتزی,842382,940000,یک کیلوگرم ,2nkp6l
محصولات کادویی, شکلات کادویی جرسیا لاکچری آیدین, شکلات کادویی جرسیا لاکچری آیدین, ,Pastry,نان فانتزی,840610,360000, شکلات کادویی جرسیا لاکچری آیدین,2nkp6l
محصولات کادویی, شکلات کادویی لاو گیپوری آیدین, شکلات کادویی لاو گیپوری آیدین, ,Pastry,نان فانتزی,840619,425000, شکلات کادویی لاو گیپوری آیدین,2nkp6l
محصولات کادویی, شکلات روشر سینی بزرگ, شکلات روشر سینی بزرگ, ,Pastry,نان فانتزی,840395,884000, شکلات روشر سینی بزرگ,2nkp6l
محصولات کادویی, بیسکوییت وایت کاستل 661 گرم, بیسکوییت وایت کاستل,661 گرم,Pastry,نان فانتزی,839629,884000,661 گرم,2nkp6l
محصولات کادویی,جعبه خاتم کاری کوچک ۱.۴۰۰ گرم,جعبه خاتم کاری کوچک,پسته شور، ۱.۴۰۰ گرم پسته اکبری شور دستچین,Pastry,نان فانتزی,839634,3193000,۱.۴۰۰ گرم,2nkp6l
محصولات کادویی,شکلات گلد کریستال شونیز ۳۶۴ گرم,شکلات گلد کریستال شونیز,۳۶۴ گرم,Pastry,نان فانتزی,839623,480000,۳۶۴ گرم,2nkp6l
محصولات کادویی,شکلات دومینیک شونیز ۳۳۰ گرم,شکلات دومینیک شونیز,۳۳۰ گرم,Pastry,نان فانتزی,839624,380000,۳۳۰ گرم,2nkp6l
محصولات کادویی,شکلات فارلین شونیز,شکلات فارلین شونیز,۲۸۰گرم,Pastry,نان فانتزی,839625,320000,شکلات فارلین شونیز,2nkp6l
محصولات کادویی,شکلات مرسی میلک آبی ۲۵۰ گرم,شکلات مرسی میلک آبی,۲۵۰ گرم,Pastry,نان فانتزی,839626,500000,۲۵۰ گرم,2nkp6l
محصولات کادویی, شکلات مرسی قهوه ای چهار طعم تلخ ۲۵۰ گرم, شکلات مرسی قهوه ای چهار طعم تلخ,۲۵۰ گرم,Pastry,نان فانتزی,839627,500000,۲۵۰ گرم,2nkp6l
محصولات کادویی, شکلات مرسی طعم مخلوط قرمز, شکلات مرسی طعم مخلوط قرمز,۲۵۰ گرم,Pastry,نان فانتزی,839628,500000, شکلات مرسی طعم مخلوط قرمز,2nkp6l
نان فانتزی,نان چاپاتا هزار لا,نان چاپاتا,,Pastry,نان فانتزی,741051,83000,هزار لا,2zkwgm
نان فانتزی,نان چاپاتا 9 در 9,نان چاپاتا,,Pastry,نان فانتزی,741101,20000,9 در 9,2zkwgm
نان فانتزی,نان چاپاتا 9 در 16,نان چاپاتا,,Pastry,نان فانتزی,741102,35000,9 در 16,2zkwgm
نان فانتزی,نان چاپاتا 10 در 15,نان چاپاتا,,Pastry,نان فانتزی,741120,40000,10 در 15,2zkwgm
نان فانتزی,نان چاپاتا 10  در 20,نان چاپاتا,,Pastry,نان فانتزی,741122,35000,10  در 20,2zkwgm
ساندویچ,ساندویچ پنیر خیار گردو,ساندویچ پنیر خیار گردو,,Pastry,نان فانتزی,793013,38000,ساندویچ پنیر خیار گردو,2zkwgm
نان فانتزی,باگت جو,باگت جو,یک عدد,Pastry,نان فانتزی,798053,35000,باگت جو,2zkwgm
ساندویچ,ساندویچ تخم مرغ,ساندویچ تخم مرغ,نان چاپاتا، سس مخصوص، تخم مرغ، گوجه، جعفری,Pastry,نان فانتزی,798957,65000,ساندویچ تخم مرغ,2zkwgm
نان شیرین,تارت آلبالو مینی,تارت آلبالو مینی,یک عدد,Pastry,نان فانتزی,742615,45000,تارت آلبالو مینی,2zkwgm
نان فانتزی,نان برگر مک دونالد,نان برگر مک دونالد,یک عدد,Pastry,نان فانتزی,745151,30000,نان برگر مک دونالد,2zkwgm
نان فانتزی,نان فوکاچیا سبزی معطر,نان فوکاچیا سبزی معطر,"نان با روغن زیتون، سبزی معطر و گوجه گیلاسی

",Pastry,نان فانتزی,745172,90000,نان فوکاچیا سبزی معطر,2zkwgm
کروسان,کروسان لوتوس,کروسان لوتوس,یک عدد,Pastry,نان فانتزی,792032,190000,کروسان لوتوس,2zkwgm
کروسان,کیوب فندق,کیوب فندق,یک عدد,Pastry,نان فانتزی,792045,140000,کیوب فندق,2zkwgm
نان خمیر ترش,نان اکمک ساده,نان اکمک ساده,یک عدد، اسلایس شده,Pastry,نان فانتزی,742575,89000,نان اکمک ساده,2zkwgm
نان خمیر ترش,نان اکمک جو,نان اکمک جو,یک عدد، اسلایس شده,Pastry,نان فانتزی,742578,89000,نان اکمک جو,2zkwgm
کروسان,رول نیویورکی لوتوس,رول نیویورکی لوتوس,یک عدد,Pastry,نان فانتزی,742327,150000,رول نیویورکی لوتوس,2zkwgm
کروسان,کروسان اورئو,کروسان اورئو,"کروسان کره ای، فیلینگ شکلاتی

",Pastry,نان فانتزی,742328,190000,کروسان اورئو,2zkwgm
کروسان,رول نیویورکی اورئو,رول نیویورکی اورئو,یک عدد,Pastry,نان فانتزی,742330,150000,رول نیویورکی اورئو,2zkwgm
کروسان,کیوب پسته,کیوب پسته,یک عدد,Pastry,نان فانتزی,742332,150000,کیوب پسته,2zkwgm
کروسان,رول نیویورکی شکلاتی,رول نیویورکی شکلاتی,یک عدد,Pastry,نان فانتزی,742280,120000,رول نیویورکی شکلاتی,2zkwgm
کروسان,پن رزان,پن رزان,"رول دارچین و کشمش

",Pastry,نان فانتزی,742285,95000,پن رزان,2zkwgm
کروسان,کیوب ساده,کیوب ساده,یک عدد,Pastry,نان فانتزی,742292,80000,کیوب ساده,2zkwgm
نان شیرین,گاتا بزرگ,گاتا بزرگ,یک عدد,Pastry,نان فانتزی,742324,110000,گاتا بزرگ,2zkwgm
کروسان,ویت انبه,ویت انبه,یک عدد,Pastry,نان فانتزی,742325,67000,ویت انبه,2zkwgm
کروسان,پیچ شکلات,پیچ شکلات,یک عدد,Pastry,نان فانتزی,742326,80000,پیچ شکلات,2zkwgm
کروسان,دنیش ساده,دنیش ساده,یک عدد,Pastry,نان فانتزی,742246,70000,دنیش ساده,2zkwgm
کروسان,دنیش گلابی,دنیش گلابی,یک عدد,Pastry,نان فانتزی,742250,135000,دنیش گلابی,2zkwgm
کروسان,دنیش گوجه فرنگی و پنیر,دنیش گوجه فرنگی و پنیر,یک عدد,Pastry,نان فانتزی,742252,80000,دنیش گوجه فرنگی و پنیر,2zkwgm
کروسان,دنیش بادمجان,دنیش بادمجان,یک عدد,Pastry,نان فانتزی,742263,100000,دنیش بادمجان,2zkwgm
کروسان,رول نیویورکی ساده,رول نیویورکی ساده,یک عدد,Pastry,نان فانتزی,742268,70000,رول نیویورکی ساده,2zkwgm
کروسان,رول نیویورکی پسته,رول نیویورکی پسته,یک عدد,Pastry,نان فانتزی,742275,160000,رول نیویورکی پسته,2zkwgm
کروسان,کروسان فلت ساده,کروسان فلت ساده,یک عدد,Pastry,نان فانتزی,742201,80000,کروسان فلت ساده,2zkwgm
کروسان,کروسان فلت شکلاتی,کروسان فلت شکلاتی,یک عدد,Pastry,نان فانتزی,742206,100000,کروسان فلت شکلاتی,2zkwgm
کروسان,کروسان بوقلمون,کروسان بوقلمون,یک عدد,Pastry,نان فانتزی,742213,120000,کروسان بوقلمون,2zkwgm
کروسان,کروسان کوکی,کروسان کوکی,"کروسان، کوکی شکلات چیپسی

",Pastry,نان فانتزی,742226,140000,کروسان کوکی,2zkwgm
کروسان,کرونات,کرونات,یک عدد,Pastry,نان فانتزی,742230,100000,کرونات,2zkwgm
کروسان,کروسان کنافه,کروسان کنافه,"کراسان کره ای، فیلینگ کرم پسته، تاپینگ کنافه

",Pastry,نان فانتزی,742233,150000,کروسان کنافه,2zkwgm
کروسان,کروسان شکلاتی مینی,کروسان شکلاتی مینی,,Pastry,نان فانتزی,742168,55000,کروسان شکلاتی مینی,2zkwgm
کروسان,کروسان سیب,کروسان سیب,یک عدد,Pastry,نان فانتزی,742172,90000,کروسان سیب,2zkwgm
کروسان,کروسان پنیر گردو,کروسان پنیر گردو,یک عدد,Pastry,نان فانتزی,742175,115000,کروسان پنیر گردو,2zkwgm
کروسان,کروسان گردو,کروسان گردو,یک عدد,Pastry,نان فانتزی,742183,100000,کروسان گردو,2zkwgm
کروسان,کروسان سیب گردو,کروسان سیب گردو,یک عدد,Pastry,نان فانتزی,742188,160000,کروسان سیب گردو,2zkwgm
کروسان,کروسان پسته,کروسان پسته,کروسان کره ای، فیلینگ کرم پسته,Pastry,نان فانتزی,742192,180000,کروسان پسته,2zkwgm
کروسان,کروسان کربن,کروسان کربن,کروسان کره ای و کربن فعال، فیلینگ شکلاتی,Pastry,نان فانتزی,742195,155000,کروسان کربن,2zkwgm
نان فانتزی,نان بریوش,نان بریوش,یک عدد,Pastry,نان فانتزی,741234,160000,نان بریوش,2zkwgm
نان تست,نان تست سبوس,نان تست سبوس,یک بسته,Pastry,نان فانتزی,741241,70000,نان تست سبوس,2zkwgm
نان تست,نان تست چند غله,نان تست چند غله,یک بسته,Pastry,نان فانتزی,741243,110000,نان تست چند غله,2zkwgm
نان فانتزی,نان برگر مک بزرگ,نان برگر مک بزرگ,"120 گرم نان برگر شیرین

",Pastry,نان فانتزی,741245,40000,نان برگر مک بزرگ,2zkwgm
کروسان,کروسان کره ای,کروسان کره ای,یک عدد,Pastry,نان فانتزی,742073,100000,کروسان کره ای,2zkwgm
کروسان,کروسان شکلاتی,کروسان شکلاتی,"کروسان کره ای با فیلینگ شکلات

",Pastry,نان فانتزی,742082,110000,کروسان شکلاتی,2zkwgm
کروسان,کروسان ساده مینی,کروسان ساده مینی,,Pastry,نان فانتزی,742087,45000,کروسان ساده مینی,2zkwgm
نان فانتزی,نان لقمه روگن,نان لقمه روگن,بسته پنج عددی,Pastry,نان فانتزی,741223,95000,نان لقمه روگن,2zkwgm
نان فانتزی,نان سوپ,نان سوپ,یک عدد,Pastry,نان فانتزی,741226,160000,نان سوپ,2zkwgm
نان فانتزی,نان سیمیت 60 گرم,نان سیمیت,,Pastry,نان فانتزی,741153,40000,60 گرم,2zkwgm
نان فانتزی,نان سیمیت 120 گرم,نان سیمیت,,Pastry,نان فانتزی,741157,55000,120 گرم,2zkwgm
نان تست,نان تست ساده,نان تست ساده,یک بسته,Pastry,نان فانتزی,741228,65000,نان تست ساده,2zkwgm
نان تست,نان تست جو,نان تست جو,"تست ساده، آرد روگن، جو

",Pastry,نان فانتزی,741229,100000,نان تست جو,2zkwgm
نان تست,نان تست پروتئین,نان تست پروتئین,یک بسته,Pastry,نان فانتزی,741232,110000,نان تست پروتئین,2zkwgm
نان فانتزی,نان فوکاچیا ساده نان فوکاچیا ساده	,نان فوکاچیا ساده,یک عدد,Pastry,نان فانتزی,741199,300000,نان فوکاچیا ساده	,2zkwgm
نان شیرین,نان شیرمال گیسو,نان شیرمال گیسو,یک عدد,Pastry,نان فانتزی,741205,90000,نان شیرمال گیسو,2zkwgm
نان فانتزی,نان فانتزی,نان فانتزی,"نان ساندویچی ساده

",Pastry,نان فانتزی,741207,25000,نان فانتزی,2zkwgm
نان فانتزی,نان هات داگ,نان هات داگ,"نان باگت تهیه شده با شیر و کره

",Pastry,نان فانتزی,741209,40000,نان هات داگ,2zkwgm
نان فانتزی,نان باگت چاودار,نان باگت چاودار,"تهیه شده با آرد چاودار و سبوس

",Pastry,نان فانتزی,741212,38000,نان باگت چاودار,2zkwgm
نان فانتزی,نان لقمه ساده,نان لقمه ساده,بسته پنج عددی,Pastry,نان فانتزی,741222,90000,نان لقمه ساده,2zkwgm
نان تافتون,نان تافتون,نان تافتون,یک عدد، پخت با شیره خرما و سبوس,Bakery,نان فانتزی,737632,3000,نان تافتون,2lzpw7
نان شیرین,نان کره ای,نان کره ای, ,Bakery,نان فانتزی,749193,70000,نان کره ای,2lzpw7
نان تافتون,تافتون تنوری سبوس دار,تافتون تنوری سبوس دار,یک عدد,Bakery,نان فانتزی,749179,12000,تافتون تنوری سبوس دار,2lzpw7
نان شیرین,نان شیرمال,نان شیرمال, ,Bakery,نان فانتزی,749189,65000,نان شیرمال,2lzpw7
نان شیرین,نان خرمایی,نان خرمایی, ,Bakery,نان فانتزی,749191,100000,نان خرمایی,2lzpw7
نان شیرین,کلوچه فومن,کلوچه فومن,یک عدد,Bakery,نان فانتزی,740824,18000,کلوچه فومن,5x7lgz
پیراشکی و سمبوسه,پیراشکی کرم دار بسته ای,پیراشکی کرم دار بسته ای,یک بسته، شش عدد,Bakery,نان فانتزی,740842,80000,پیراشکی کرم دار بسته ای,5x7lgz
نان شیرین,باقلوا عربی,باقلوا عربی,یک عدد,Bakery,نان فانتزی,740844,60000,باقلوا عربی,5x7lgz
پیراشکی و سمبوسه,پیراشکی شکری,پیراشکی شکری,یک عدد,Bakery,نان فانتزی,740835,35000,پیراشکی شکری,5x7lgz
پیراشکی و سمبوسه,پیراشکی بندری,پیراشکی بندری,یک عدد,Bakery,نان فانتزی,740836,45000,پیراشکی بندری,5x7lgz
پیراشکی و سمبوسه,پیراشکی پیتزایی,پیراشکی پیتزایی,یک عدد,Bakery,نان فانتزی,740837,70000,پیراشکی پیتزایی,5x7lgz
نان شیرین,نان کره ای آذربایجان,نان کره ای آذربایجان,یک عدد,Bakery,نان فانتزی,740838,30000,نان کره ای آذربایجان,5x7lgz
پیراشکی و سمبوسه,سمبوسه,سمبوسه,یک عدد,Bakery,نان فانتزی,740839,45000,سمبوسه,5x7lgz
نان شیرین,بامیه عربی,بامیه عربی,یک عدد,Bakery,نان فانتزی,740841,35000,بامیه عربی,5x7lgz
پیراشکی و سمبوسه,پیراشکی شکلاتی بسته ای,پیراشکی شکلاتی بسته ای,یک بسته، شش عدد,Bakery,نان فانتزی,740843,80000,پیراشکی شکلاتی بسته ای,5x7lgz
نان شیرین,نان شیرمال,نان شیرمال,یک عدد,Bakery,نان فانتزی,740826,35000,نان شیرمال,5x7lgz
نان شیرین,نان فتیر حلوایی,نان فتیر حلوایی,یک عدد,Bakery,نان فانتزی,740828,35000,نان فتیر حلوایی,5x7lgz
نان شیرین,نان خرمایی,نان خرمایی,یک عدد,Bakery,نان فانتزی,740830,35000,نان خرمایی,5x7lgz
نان شیرین,نان نارگیلی,نان نارگیلی,یک عدد,Bakery,نان فانتزی,740831,35000,نان نارگیلی,5x7lgz
نان شیرین,نان شکلاتی,نان شکلاتی,یک عدد,Bakery,نان فانتزی,740832,40000,نان شکلاتی,5x7lgz
پیراشکی و سمبوسه,پیراشکی کرم دار,پیراشکی کرم دار,یک عدد,Bakery,نان فانتزی,740833,40000,پیراشکی کرم دار,5x7lgz
پیراشکی و سمبوسه,پیراشکی شکلاتی,پیراشکی شکلاتی,یک عدد,Bakery,نان فانتزی,740834,35000,پیراشکی شکلاتی,5x7lgz
نان شیرین,نان شیرمال,نان شیرمال,یک بسته، دو عدد,Bakery,نان فانتزی,740829,40000,نان شیرمال,5x7l7y
نان بربری,نان بربری ساده,نان بربری ساده,,Bakery,نان فانتزی,711413,8000,نان بربری ساده,5x7l7y
نان بربری,نان بربری کنجدی,نان بربری کنجدی,,Bakery,نان فانتزی,711420,12000,نان بربری کنجدی,5x7l7y
سایر محصولات نانوایی,آرد گندم یک کیلوگرم,آرد گندم,یک کیلوگرم,Bakery,نان فانتزی,814378,100000,یک کیلوگرم,53343g
نان سنگک,نان سنگک سبوس دار,نان سنگک سبوس دار,,Bakery,نان فانتزی,706941,35000,نان سنگک سبوس دار,53343g
نان سنگک,نان سنگک سیاه دانه و سبوس,نان سنگک سیاه دانه و سبوس,,Bakery,نان فانتزی,706945,40000,نان سنگک سیاه دانه و سبوس,53343g
نان سنگک,نان سنگک تخمه و کنجد,نان سنگک تخمه و کنجد,,Bakery,نان فانتزی,706946,40000,نان سنگک تخمه و کنجد,53343g
نان سنگک,نان سنگک سبوس و سبزی,نان سنگک سبوس و سبزی,,Bakery,نان فانتزی,706948,40000,نان سنگک سبوس و سبزی,53343g
نان سنگک,نان سنگک کنجد و سبوس,نان سنگک کنجد و سبوس,,Bakery,نان فانتزی,706951,35000,نان سنگک کنجد و سبوس,53343g
سایر محصولات نانوایی,زعفران اعلا خراسان نیم مثقال,زعفران اعلا خراسان,نیم مثقال زعفران علا,Bakery,نان فانتزی,817341,500000,نیم مثقال,53343g
نان فانتزی,نان باگت,نان باگت,,Bakery,نان فانتزی,817342,15000,نان باگت,53343g
نان سنگک,نان سنگک ساده,نان سنگک ساده,,Bakery,نان فانتزی,706931,30000,نان سنگک ساده,53343g
نان سنگک,نان سنگک کنجدی بزرگ,نان سنگک کنجدی بزرگ,,Bakery,نان فانتزی,706934,40000,نان سنگک کنجدی بزرگ,53343g
نان سنگک,نان سنگک کنجد و سبزی,نان سنگک کنجد و سبزی,,Bakery,نان فانتزی,706936,40000,نان سنگک کنجد و سبزی,53343g
نان سنگک,نان سنگک خشخاش اصل,نان سنگک خشخاش اصل,,Bakery,نان فانتزی,706937,45000,نان سنگک خشخاش اصل,53343g
نان سنگک,نان سنگک کنجد و شوید,نان سنگک کنجد و شوید,,Bakery,نان فانتزی,706938,40000,نان سنگک کنجد و شوید,53343g
نان شیرین,فطیر پیاز جعفری,فطیر پیاز جعفری,یک عدد,Bakery,نان فانتزی,732526,35000,فطیر پیاز جعفری,569gr6
نان شیرین,نان فطیر محلی,نان فطیر محلی,یک عدد,Bakery,نان فانتزی,732409,30000,نان فطیر محلی,569gr6
نان شیرین,فتیر لایه لایه مخصوص,فتیر لایه لایه مخصوص,یک عدد,Bakery,نان فانتزی,732528,50000,فتیر لایه لایه مخصوص,569gr6
نان شیرین,شیرمال سنتی,شیرمال سنتی,یک عدد,Bakery,نان فانتزی,732533,20000,شیرمال سنتی,569gr6
نان شیرین,نان خرمایی,نان خرمایی,یک عدد,Bakery,نان فانتزی,732397,30000,نان خرمایی,569gr6
نان بربری,نان بربری سبزیجات ,نان بربری سبزیجات ,یک عدد,Bakery,نان فانتزی,745804,25000,نان بربری سبزیجات ,51o1ko
نان بربری,نان بربری کنجدی,نان بربری کنجدی,یک عدد,Bakery,نان فانتزی,712780,20000,نان بربری کنجدی,51o1ko
نان بربری,نان بربری پر کنجد,نان بربری پر کنجد,یک عدد,Bakery,نان فانتزی,712783,25000,نان بربری پر کنجد,51o1ko
نان بربری,نان بربری سبوس دار,نان بربری سبوس دار,یک عدد,Bakery,نان فانتزی,712784,25000,نان بربری سبوس دار,51o1ko
نان بربری,نان بربری میکس کنجد و سبوس,نان بربری میکس کنجد و سبوس,یک عدد,Bakery,نان فانتزی,712786,30000,نان بربری میکس کنجد و سبوس,51o1ko
نان بربری,نان بربری میکس مغز تخمه و کنجد,نان بربری میکس مغز تخمه و کنجد,,Bakery,نان فانتزی,839686,30000,نان بربری میکس مغز تخمه و کنجد,51o1ko
سایر محصولات نانوایی,سبوس گندم یک کیلوگرم,سبوس گندم,یک کیلوگرم,Bakery,نان فانتزی,712773,75000,یک کیلوگرم,51o1ko
سایر محصولات نانوایی,آرد گندم یک کیلوگرم,آرد گندم,یک کیلوگرم,Bakery,نان فانتزی,712775,750000,یک کیلوگرم,51o1ko
نان بربری,نان بربری ساده,نان بربری ساده,یک عدد,Bakery,نان فانتزی,712779,15000,نان بربری ساده,51o1ko
نان بربری,نان بربری ساده,نان بربری ساده,,Bakery,نان فانتزی,716257,20000,نان بربری ساده,57mg1k
نان بربری,نان بربری کنجدی,نان بربری کنجدی,,Bakery,نان فانتزی,716258,25000,نان بربری کنجدی,57mg1k
نان بربری,نان بربری سبزیجات,نان بربری سبزیجات,,Bakery,نان فانتزی,716259,20000,نان بربری سبزیجات,57mg1k
نان خراسانی,نان خراسانی,نان خراسانی,,Bakery,نان فانتزی,716260,25000,نان خراسانی,57mg1k
نان فانتزی,نان چای ویژه با کره حیوان,نان چای ویژه با کره حیوان,457 گرم,Pastry,نان فانتزی,859384,230000,نان چای ویژه با کره حیوان,28kgwm
نان فانتزی,  نان چای هل دار کریستال نان چای هل دار کریستال,  نان چای هل دار کریستال,450 گرم,Pastry,نان فانتزی,860712,208000,نان چای هل دار کریستال,28kgwm
نان فانتزی,نان چای نرم,نان چای نرم,450 گرم,Pastry,نان فانتزی,860704,225000,نان چای نرم,28kgwm
نان فانتزی,نان نازک گردویی,نان نازک گردویی,400 گرم,Pastry,نان فانتزی,860691,240000,نان نازک گردویی,28kgwm
نان فانتزی,نان کسمه رژیمی,نان کسمه رژیمی,400 گرم,Pastry,نان فانتزی,859387,190000,نان کسمه رژیمی,28kgwm
نان فانتزی,نان نازک پسته ای,نان نازک پسته ای,400 گرم,Pastry,نان فانتزی,860674,250000,نان نازک پسته ای,28kgwm
نان فانتزی,نان چای هل دار ظرفی,نان چای هل دار ظرفی,425 گرم,Pastry,نان فانتزی,860684,225000,نان چای هل دار ظرفی,28kgwm
نان بربری,نان بربری ساده,نان بربری ساده,یک عدد,Bakery,نان فانتزی,707408,15000,نان بربری ساده,27mgnk
نان بربری,نان بربری کنجدی,نان بربری کنجدی,یک عدد,Bakery,نان فانتزی,707410,25000,نان بربری کنجدی,27mgnk
نان بربری,نان بربری سبوس دار,نان بربری سبوس دار,یک عدد,Bakery,نان فانتزی,707413,20000,نان بربری سبوس دار,27mgnk
نان بربری,نان بربری سیاهدانه کنجد,نان بربری سیاهدانه کنجد,یک عدد,Bakery,نان فانتزی,707416,30000,نان بربری سیاهدانه کنجد,27mgnk
نان بربری,نان بربری خشخاش کنجد,نان بربری خشخاش کنجد,یک عدد,Bakery,نان فانتزی,707420,35000,نان بربری خشخاش کنجد,27mgnk
نان فانتزی,نان فرانسوی,نان فرانسوی,یک عدد,Bakery,نان فانتزی,695745,20000,نان فرانسوی,5g91ok
نان شیرین,نان شیرمال گیسوم,نان شیرمال گیسوم,یک عدد,Bakery,نان فانتزی,695796,20000,نان شیرمال گیسوم,5g91ok
نان شیرین,نان شیرمال خرمایی گرد,نان شیرمال خرمایی گرد,یک عدد,Bakery,نان فانتزی,695798,35000,نان شیرمال خرمایی گرد,5g91ok
نان شیرین,نان شیرمال فندقی,نان شیرمال فندقی,یک عدد,Bakery,نان فانتزی,695799,13000,نان شیرمال فندقی,5g91ok
نان شیرین,نان شیرمال گرد,نان شیرمال گرد,یک عدد,Bakery,نان فانتزی,695789,20000,نان شیرمال گرد,5g91ok
نان شیرین,نان شیرمال کرم فیل,نان شیرمال کرم فیل,یک عدد,Bakery,نان فانتزی,695791,25000,نان شیرمال کرم فیل,5g91ok
نان شیرین,نان شیرمال گل,نان شیرمال گل,یک عدد,Bakery,نان فانتزی,695794,20000,نان شیرمال گل,5g91ok
نان فانتزی,نان باگت,نان باگت,یک عدد,Bakery,نان فانتزی,695746,12000,نان باگت,5g91ok
نان فانتزی,نان نیم باگت,نان نیم باگت,یک عدد,Bakery,نان فانتزی,695747,6000,نان نیم باگت,5g91ok
نان فانتزی,نان لقمه ای,نان لقمه ای,یک عدد,Bakery,نان فانتزی,695748,3500,نان لقمه ای,5g91ok
نان فانتزی,نان همبرگر گرد یک عدد,نان همبرگر گرد,یک عدد,Bakery,نان فانتزی,695749,10000,یک عدد,5g91ok
نان بربری,نان بربری کوچک,نان بربری,یک عدد,Bakery,نان فانتزی,695752,20000,کوچک,5g91ok
نان بربری,نان بربری بزرگ,نان بربری,یک عدد,Bakery,نان فانتزی,695754,30000,بزرگ,5g91ok
نان فانتزی,نان پیتزا,نان پیتزا,یک عدد,Bakery,نان فانتزی,695756,7000,نان پیتزا,5g91ok
نان فانتزی,نان جو نرم یک کیلوگرم,نان جو نرم,یک کیلوگرم,Bakery,نان فانتزی,695757,20000,یک کیلوگرم,5g91ok
صبحانه و میان وعده,املت گوجه,املت گوجه,,Pastry,نان فانتزی,848728,130000,املت گوجه,5334kg
صبحانه,املت گوجه,املت گوجه,,Pastry,نان فانتزی,848728,130000,املت گوجه,5334kg
کروسان,کروسان کره بادام زمینی و موز,کروسان کره بادام زمینی و موز,یک عدد کروسان ساده، کره بادام زمینی، موز,Pastry,نان فانتزی,780246,185000,کروسان کره بادام زمینی و موز,5334kg
تست,فرنچ تست,فرنچ تست,دو عدد نان تست، تخم مرغ، شیر، دارچین، وانیل، عسل ,Pastry,نان فانتزی,781359,120000,فرنچ تست,5334kg
تست,فرنچ تست شکلات,فرنچ تست شکلات,دو عدد نان تست، تخم مرغ، شیر، دارچین، وانیل، کرم شکلات,Pastry,نان فانتزی,781365,120000,فرنچ تست شکلات,5334kg
صبحانه و میان وعده,سوسیس املت,سوسیس املت,,Pastry,نان فانتزی,848763,138000,سوسیس املت,5334kg
صبحانه,سوسیس املت,سوسیس املت,,Pastry,نان فانتزی,848763,138000,سوسیس املت,5334kg
صبحانه و میان وعده,شش انداز زنجانی ,شش انداز زنجانی ,,Pastry,نان فانتزی,848767,172000,شش انداز زنجانی ,5334kg
صبحانه,شش انداز زنجانی ,شش انداز زنجانی ,,Pastry,نان فانتزی,848767,172000,شش انداز زنجانی ,5334kg
صبحانه و میان وعده,املت ربی ,املت ربی ,,Pastry,نان فانتزی,848732,130000,املت ربی ,5334kg
صبحانه,املت ربی ,املت ربی ,,Pastry,نان فانتزی,848732,130000,املت ربی ,5334kg
صبحانه و میان وعده,املت قارچ و پنیر ,املت قارچ و پنیر ,,Pastry,نان فانتزی,848738,145000,املت قارچ و پنیر ,5334kg
